Index,Firm/Fund,Company,Business Description,Primary Industry (CIQ/GICS),Topic Tags,Geography,BERT_Score,Rule_Based_Score,Final_Score
453,PTT Public Company Limited,Thai Lube Blending Company Limited,"Thai Lube Blending Company Limited manufactures lubricating oil and grease and also engages in blending and bottling of lube oil. The company was founded in 1997 and is based in Chonburi, Thailand. As of August 31, 2009, Thai Lube Blending Company Limited operates as a subsidiary of PTT Retail Business Co., Ltd.",Oil and Gas Refining and Marketing,,Asia-Pacific,3,1,3
454,PTT Public Company Limited,Thai Oil Public Company Limited,"Thai Oil Public Company Limited, together with its subsidiaries, engages in the oil refining, petrochemicals, lube base oil, and other businesses in Thailand and internationally. It operates through Oil Refinery, Lube Base Oil Refinery, Aromatics and LAB, Power Generation, Solvent, Ethanol, Olefins, and Others segments. The company produces gasoline, diesel/gas oil, jet fuel, kerosene, fuel oil, and liquefied petroleum gas; and petrochemical products, such as paraxylene, benzene, toluene, and mixed xylenes. It also produces and distributes lube base oil, bitumen/asphalt, and other by-products, as well as special products, such as treated distillate aromatics extract, and slack wax; and hydrocarbon and chemical solvents, and other chemicals. In addition, the company operates natural gas-fired combined-cycle co-generation power plants that generate and sell electricity, steam, and utilities to companies and industrial users, as well as invests in other power generating companies and related business. Further, it is involved in the production of ethanol; and manufacture and sale of linear alkyl benzene for use in the production of detergents and cleaning products; and provision of human resource management services. The company was founded in 1961 and is headquartered in Bangkok, Thailand.",Oil and Gas Refining and Marketing,"Power Grid, Power Generating Companies",Asia-Pacific,1,2,1
455,PTT Public Company Limited,Global Power Synergy Public Company Limited,"Global Power Synergy Public Company Limited, together with its subsidiaries, engages in the production and distribution of electricity, steam, and water for industrial, government and industrial customers in Thailand. The company operates through three segments: Independent Power Producer, Small Power Producer, and Others. It generates electricity through solar, wind, hydropower, and thermal power plants. It owns and operates 4,431 megawatts (MW) of power generation; 2,858 tons of steam; 7,026 cubic meters of industrial water; and 15,400 refrigerated tons of chilled water. The company was founded in 2013 and is headquartered in Bangkok, Thailand.",Independent Power Producers and Energy Traders,"Power Grid, Generates Electricity",Asia-Pacific,3,5,5
456,PTT Public Company Limited,Thai Petroleum Pipeline Co. Ltd,"Thai Petroleum Pipeline Co., Ltd. owns and operates pipelines for petroleum transportation. Its oil transportation system includes a multi petroleum product pipeline. The company also operates oil storage terminals. Thai Petroleum Pipeline Co., Ltd. was founded in 1991 and is based in Pathumthani, Thailand.",Oil and Gas Storage and Transportation,,Asia-Pacific,1,1,1
457,PTT Public Company Limited,IRPC Public Company Limited,"IRPC Public Company Limited, together with its subsidiaries, provides petroleum and petrochemical products in Thailand, Singapore, and internationally. The company operates through Petroleum Products, Petrochemical Products, and Other Business segments. It offers refinery, lubricant, olefins, aromatics, plastic resins, and other petrochemical products. It also generates and distributes electricity, power, steam, industrial water, and air systems; and wastewater treatment services for industrial customers. In addition, the company offers port services and storage tank services. Further, it is involved in the provision of asset management; manufacture and distribution of plastic resins; operation of vocational schools; production and distribution of nonwoven fabric products and medical consumables; offers engineering consultancy services; and distribution of petrochemical products, as well as engages in the oil vessel renting and producing and distributing of fertilizer products. The company was formerly known as Thai Petrochemical Industry Public Company Limited and changed its name to IRPC Public Company Limited in October 2006. IRPC Public Company Limited was incorporated in 1978 and is headquartered in Rayong, Thailand.",Oil and Gas Refining and Marketing,,Asia-Pacific,2,1,2
458,PTT Public Company Limited,Thaioil Power Co. Ltd,"Thaioil Power Co., Ltd. owns and operates power plants operations to produce electricity and steam. The company was incorporated in 1996 and is based in Thailand. Thaioil Power Co., Ltd. operates as a subsidiary of Thai Oil Public Co Ltd.",Independent Power Producers and Energy Traders,,Asia-Pacific,3,1,3
459,PTT Public Company Limited,"Baania (Thailand) Co.,Ltd.","Baania (Thailand) Co.,Ltd. develops a real estate database to serve consumer demand on house buying, and business operators who need investment insights. The company offers a Big Data-driven marketplace and data analytics platform for the real estate industry. Its platform offers information about projects, houses, house designs, and has data points available for consumer behaviour analysis. It allows users to discover their perfect home through immersive videos and photos; explore neighborhood information with maps that show price history and trends, top-rated neighborhoods, and local amenities; and get instant alerts. The company was founded in 2015 and is headquartered in Chiang Mai, Thailand.",Application Software,"Real Estate Technology, Estate Industry",Asia-Pacific,4,1,4
460,PTT Public Company Limited,"Ample, Inc.","Ample, Inc. operates electric battery stations. It offers battery swap solutions for the electric vehicles. The company was incorporated in 2014 and is based in San Francisco, California.",Automotive Retail,"ClimateTech,  Electric Vehicle",United States and Canada,4,1,4
461,PTT Public Company Limited,"Shenzhen Immotor Technology Co., Ltd.","Shenzhen Immotor Technology Co., Ltd. develops power battery products. It operates a power battery exchange platform where electric vehicle users can replace their batteries. The company was founded in 2015 and is based in Shenzhen, China.",Automotive Parts and Equipment,"ClimateTech,  Electric Vehicle",Asia-Pacific,4,1,4
462,PTT Venture Capital,Nutrition Technologies Group,"Nutrition Technologies Group produces and supplies sustainable insect proteins, oils, and frass from black soldier fly larvae for use in aqua and animal feed ingredients. The company's products include Hi.Protein, an animal-based protein substitute for fishmeal or soybean meal; Hi.Frass, an insect-based organic fertilizer for plants; Hi.Oil for poultry, pets, and swine; and Hi.Dried, a healthy diet snack made for pets, poultry, wild birds, and reptiles. It serves aquaculture, agriculture, and animal feed industries. The company was founded in 2013 and is based in Singapore with additional locations in Iskandar Puteri, Malaysia; and Vietnam.",Packaged Foods and Meats,"Aquaculture,  Animal Feed, Feed Ingredient",Asia-Pacific,4,3,4
463,Repsol Deep Tech,"Ampere Power Energy, S.L.","Ampere Power Energy, S.L. develops and manufactures smart energy management systems (EMS). The company offers an all-in-one system that includes lithium-ion batteries, a bidirectional inverter, and an EMS, as well as a back-up system in case of power failure. It also provides MyAmper, a mobile application that gives access to information about power consumption, battery operation, and mains supply; and allows to set an alarm or receive recommendations to enhance energy efficiency further. In addition, the company develops customized products and services for various sectors and industries. Ampere Power Energy, S.L. was founded in 2015 and is based in Valencia, Spain. As of June 8, 2023, Ampere Power Energy, S.L. operates as a subsidiary of COPEC S.A..",Electrical Components and Equipment,"Electric Vehicle,  Smart Energy,  Energy Management,  Energy Efficiency, Energy Efficiency",Europe,3,1,3
464,Repsol Deep Tech,OGCI Climate Investments LLP,"OGCI Climate Investments LLP is a venture capital firm specializing in later-stage, early to mid venture, bridge financing and growth capital investments. The firm considers investments in technology with the focus on innovative companies with promising technology and business models along with carbon capture, decarbonization climate, utilization and storage, reducing methane and transport emissions and to improve energy efficiency in industry. The firm also invest in energy, industrial, commercial transport and buildings sectors. OGCI Climate Investments LLP was founded in November 2016 and is based in London, United Kingdom with additional offices in Europe and North America.",Asset Management and Custody Banks,,Europe,4,1,4
465,Repsol Deep Tech,"Principle Power, Inc.","Principle Power, Inc. provides technology and services to the offshore wind industry around the globe. It offers WindFloat, a floating wind turbine foundation that enables a change in paradigm for offshore wind turbines. The company serves developers, utilities, and independent power producers. Principle Power, Inc. was founded in 2007 and is based in Emeryville, California with additional offices in France and Portugal.",Heavy Electrical Equipment,"Clean Energy, Wind Turbine",United States and Canada,4,5,5
466,Repsol Deep Tech,PXL Vision AG,"PXL Vision AG designs and develops identity verification and customer onboarding software solutions. The company’s product, Daego, is a cross-platform solution that creates trusted digital identities for customer onboarding through advanced document and identity verification. It offers computer vision and machine learning based solutions. PXL was founded in 2017 and is headquartered in Zurich, Switzerland. It has research and development centers in Novi Sad, Serbia, and Yerevan, Armenia.",Application Software,"Artificial Intelligence,  Machine Learning,  Identity and Access Management, Computer Vision, Digital Identities, Identity Verification, Machine Learning",Europe,5,1,5
467,Repsol Deep Tech,Recreus Industries S.L.,"Recreus Industries S.L. manufactures 3D printing material such as filaments and extruder. The company was founded in 2013 and is based in Elda, Spain.",Commodity Chemicals,,Europe,3,1,3
468,Repsol Deep Tech,Rocsole Inc.,"Rocsole Inc. offers tomographic process monitoring technology for industrial processes. Its technology include emulsion watch, emulsion watch, emulsion watch, and sand watch. The company also provides services, such as deposition in-line inspection, liquid in-tank inspection, and application lab. Rocsole Inc. caters to oil and gas industry. The company was founded in 2012 and is based in Houston, Texas.",Oil and Gas Equipment and Services,,United States and Canada,3,1,3
469,Repsol Deep Tech,WattioCorp S.L.U.,"WattioCorp S.L.U. provides heating, electricity, security, and camera products for homes in Spain. The company was founded in 2010 and is based in Donostia-San Sebastian, Spain. As of January 31, 2018, WattioCorp S.L.U. operates as a subsidiary of Repsol, S.A.",Electronic Equipment and Instruments,,Europe,4,1,4
470,Repsol Deep Tech,"Wind Plus, Inc.","Wind Plus, Inc. develops renewable energy projects and offers electricity. The company was incorporated in 2002 and is based in Irving, Texas. On November 2, 2009, Wind Plus, Inc. filed a voluntary petition for reorganization under Chapter 11 in the U.S. Bankruptcy Court for the Northern District of Texas.",Renewable Electricity,CleanTech,United States and Canada,3,5,5
471,Repsol Deep Tech,"SMARKIA Energy, SL.",,Application Software,,Europe,4,1,4
472,Repsol Deep Tech,"Ample, Inc.","Ample, Inc. operates electric battery stations. It offers battery swap solutions for the electric vehicles. The company was incorporated in 2014 and is based in San Francisco, California.",Automotive Retail,"ClimateTech,  Electric Vehicle",United States and Canada,4,1,4
473,Repsol Deep Tech,"Drive Smart Technologies, S.L.","Drive Smart Technologies, S.L. develops an application that offers driving assessment services. The company serves insurance, financial services, car rental, and carpooling industries. Its application is compatible with iPhone or Android smartphone devices. The company was incorporated in 2006 and is headquartered in Madrid, Spain.",Application Software,"Ride Sharing, Carpool",Europe,4,1,4
474,Repsol Deep Tech,NNAISENSE S.A.,"NNAISENSE S.A. develops neural network solutions for superhuman perception and intelligent automation. The company was founded in 2014 and is based in Lugano, Switzerland with an additional office in Austin, Texas.",Systems Software,"Machine Learning, Neural Network",Europe,4,1,4
475,Repsol Deep Tech,Belmont Technology Inc.,"Belmont Technology Inc. develops a cloud-based geoscience platform for the oil and gas industry. It offers Sandy, a physics-based artificial intelligence platform that makes accurate predictions; and allows unlimited amounts of predictions to be made directly at seismic resolution and enables easy maintenance of evergreen models. Belmont Technology Inc. was founded in 2017 and is based in Houston, Texas.",Application Software,"Artificial Intelligence,  Machine Learning, Artificial Intelligence, Intelligence Platform",United States and Canada,4,2,4
476,Repsol Deep Tech,"NANOGAP SUB-NM-POWDER, SA","NANOGAP SUB-NM-POWDER, SA develops and manufactures nanomaterials. The company offers catalytic materials based on atomic quantum clusters with applications in heterogeneous and homogeneous catalysis, as well as photo and electrochemical catalysis systems; silver nanofibers/nanowires for applications that include printed metal mesh as ITO alternative, EMI shielding, in-mold electronics, UHF RFID, and e-textiles; antimicrobial materials; and luminescent materials. The company was incorporated in 2006 and is based in A Coruña, Spain with a subsidiary in California.",Commodity Chemicals,"RFID (Radio Frequency Identification), Rfid",Europe,3,1,3
477,Repsol Deep Tech,TactoTek Oy,"TactoTek Oy designs and manufactures injection-molded 3D structural electronic solutions. The company offers structural electronics that integrate printed circuitry, printed touch controls, and discrete electronic components into 3D injection-molded plastics to produce standard equipment enabling brands to design light, thin, and durable components, including LEDs for lighting, sensors, antennae, circuitry, integrated circuits, and printed touch controls. It involves in the development of solutions for a range of market segments, such as Internet of Things; automotive solutions, including electric vehicles; wearable technology; and scalable mass production. The company was incorporated in 2011 and is based in Kempele, Finland.",Electronic Components,"ClimateTech,  Electric Vehicle,  Wearables,  Sensors",Europe,4,1,4
478,Repsol Deep Tech,"Begas Motor, S.L.","Begas Motor, S.L. designs and manufactures alternative fuel engines, engine control electronics, communication buses, and diagnostic systems for liquefied petroleum gas (LPG) systems. The company was incorporated in 2015 and is based in Loeches, Spain.",Automotive Parts and Equipment,,Europe,2,1,2
479,Repsol Deep Tech,Finboot Tech S.L.,"FINBOOT TECH S.L. designs and develops enterprise management software known as MARCO. The company's software offers supply chain management including track and trace, and block stamp solutions. The company caters to oil and energy, and consumer goods industries. FINBOOT TECH S.L. was founded in 2016 and is based in Barcelona, Spain with additional offices in Cardiff and London, United Kingdom.",Application Software,Freight Service,Europe,5,1,5
480,Repsol Deep Tech,"Nous Pàrquings Urbans, S.L.","Nous Pàrquings Urbans, S.L. operates an online application that enables to make use of parking spaces of hotels, parkings, and residences. The company was incorporated in 2012 and is based in Barcelona, Spain.",Application Software,,Europe,5,1,5
481,Repsol Deep Tech,Rocsole Ltd.,"Rocsole Ltd. develops and markets process measurement and control instruments based on 3D-tomographic imaging and optics. It offers sensors based on electrical capacitance tomography for creating real time 3D images of multiphased flow. The company provides its products for applications, such as scaling watch - thickness electronic design, air watch - entrained air measurement, black liquor watch - detect soap and liquor interfaces, and curd watch - detect cheese curds and mass flow. It also offers services, such as process optimization and piloting; statistical inversion computing; and electronics solutions, such as electronics layout-design, component selection, electronics design, electronics programming, and testing and piloting of electronics in industrial conditions. In addition, it offers optical solutions, including Zemax based design for optical components, coatings, and subsystems; micro-optics design; and coatings. Further, the company provides optical manufacturing services, such as lens and prism manufacturing; optical coatings for glass like materials and plastics; manufacturing of micro-optical products and subsystems; and analysis with AFM, SEM, and optical laboratory measurements. Furthermore, it offers mechanical solutions, including mechanical design, prototyping, and precise piloting; and assembly services. The company serves food, oil, chemical, and pulp and paper industries. Rocsole Ltd. was founded in 2012 and is based in Kuopio, Finland.",Electronic Equipment and Instruments,Sensors,Europe,4,1,4
482,Repsol Deep Tech,Graphenea S.A.,"Graphenea S.A. researches, develops, manufactures, and supplies graphene for industrial and research needs. The company specializes in producing CVD graphene films and liquid exfoliated graphene oxides. Its products include graphene wafers, graphene on TEM grids, graphene on PET, graphene on cu foil, and graphene on si. Its graphene products are used in integrated circuits, solar cells, ultracapacitors, batteries, airplanes, automobiles, conductive coatings, flexible displays, and touch panels. Graphenea S.A. also serves laboratories and universities. The company sells its products directly, as well as through distributors in the United States, Japan, South Korea, Taiwan, India, and internationally. Graphenea S.A. was founded in 2010 and is based in Donostia-San Sebastian, Spain.",Electronic Components,,Europe,3,3,3
483,Repsol Deep Tech,Trovant Technology SL,"Trovant Technology SL develops bio-based technologies for organic waste treatment and valorization, including environmental biotechnology products. The company offers its products for anaerobic digestion, biogas upgrading and biomethane, wastewater, bioindication, and bioinformatics. It transforms waste into products, such as bioenergy or biomaterials. The company offers its products for the environmental sector. Trovant Technology SL was founded in 2018 and is based in Valladolid, Spain.",Biotechnology,Biomass Energy,Europe,4,3,4
484,Shell plc,1st Energy Pty Ltd,"1st Energy Pty Ltd sells electricity to residential and business customers. The company was founded in 2014 and is based in Melbourne, Australia.",Electric Utilities,,Asia-Pacific,3,1,3
485,Shell plc,A FlygbrÄNslehantering Aktiebolag,"A Flygbranslehantering Ab provides logistics solutions through rail and storage services of aviation fuel. The company was founded in 1999 and is based in Stockholm-Arlanda, Sweden.",Rail Transportation,"Freight Service, Provides Logistic",Europe,2,1,2
486,Shell plc,Abu Dhabi Gas Industries Ltd.,"Abu Dhabi Gas Industries Ltd. owns and operates gas processing plants. The company offers gas turbines and natural gas production services. The company was founded in 1978 and is based in Abu Dhabi, United Arab Emirates. Abu Dhabi Gas Industries Ltd. operates as a subsidiary of Abu Dhabi National Oil Company.",Gas Utilities,,Africa / Middle East,1,1,1
487,Shell plc,AFSC Operations Limited,AFSC Operations Limited is an oil and gas storage and transportation company. It is headquartered in Hong Kong.,Oil and Gas Storage and Transportation,,Asia-Pacific,1,1,1
488,Shell plc,Afsc Refuelling Limited,,Aerospace and Defense,,Asia-Pacific,3,1,3
489,Shell plc,Ages Arbeitsgemeinschaft Gebührenentrichtungssystem Gmbh & Co. Ohg,"AGES Maut System GmbH & Co. KG develops, implements, and operates country-specific and transnational toll systems. Its services include the administration of customers, POS networks, and payment transactions. The company was founded in 1994 and is headquartered in Langenfeld, Germany.",Diversified Support Services,,Europe,3,1,3
490,Shell plc,Airbiquity Inc.,"Airbiquity Inc. develops and delivers connected vehicle services and automotive telematics solutions. The company offers Choreo, a cloud based connected car platform that connects vehicles and processes transactions, orchestrates and delivers end-to-end services from the cloud to various vehicles. Its platform allows automotive OEMs, tier one suppliers, mobile network operators, and content providers to deliver in-vehicle connected car solutions, including core telematics, vehicle connectivity, device integration, network access, and management features. Its platform also delivers smartphone applications, cloud content, and services through integration of the vehicle head unit with the iOS or Android smart phone; and safety and security, convenience, infotainment delivery, connecting with critical vehicle systems, and content integration solutions. In addition, it offers OTAmatic, an automotive over-the-air solution that orchestrates and automates software updates and data management for connected vehicles; and OTAmatic vehicle configurator, a tool for defining and managing connected vehicle software. Airbiquity Inc. was formerly known as Integrated Data Communications, Inc. and changed its name to Airbiquity Inc. in October 2000. The company was founded in 1997 and is based in Seattle, Washington with additional offices in London, United Kingdom and Tokyo and Nagoya, Japan.",Application Software,,United States and Canada,5,1,5
491,Shell plc,Ambarli Depolama Hizmetleri Limited Sirketi,"Ambarli Depolama Hizmetleri Limited Sirketi provides fuel storage facilities. It stores diesel oil, unleaded 95 octane, 95 octane premium, and petroleum products, such as Jet A-1. The company was founded in 1961 and is based in Istanbul, Turkey. Ambarli Depolama Hizmetleri Limited Sirketi operates as a subsidiary of BP Global Investments Limited.",Oil and Gas Storage and Transportation,,Europe,2,1,2
492,Shell plc,Amsterdam Schiphol Pijpleiding Beheer B.V.,Amsterdam Schiphol Pijpleiding Beheer B.V. is headquartered in Netherlands.,,,Europe,3,1,3
493,Shell plc,Angkor Resources Company Limited,Angkor Resources Company Limited is based in Cambodia.,,,Asia-Pacific,3,1,3
494,Shell plc,Atas Anadolu Tasfiyehanesi A.S.,Atas Anadolu Tasfiyehanesi A.S. operates as a subsidiary of BP p.l.c.,,,Europe,3,1,3
495,Shell plc,Atlantic LNG Company of Trinidad and Tobago Limited,"Atlantic LNG Company of Trinidad and Tobago Limited produces liquefied natural gas (LNG) and natural gas liquids from natural gas delivered from fields in and around Trinidad and Tobago. The company also operates and manages LNG trains in Point Fortin on the southwest coast of Trinidad. It also runs operator, graduate, apprenticeship, and marine training programs for students and young population. The company was founded in 1995 and is based in Port-of-Spain, Trinidad & Tobago with a liquefaction facility in Point Fortin, Trinidad & Tobago.",Oil and Gas Exploration and Production,,Latin America and Caribbean,1,1,1
496,Shell plc,Baconton Power LLC,,Electric Utilities,,United States and Canada,3,1,3
497,Shell plc,Basrah Gas Company,"Basrah Gas Company transports and processes natural gas. It operates a network to transport natural gas, hydrocarbon liquids, and industrial The company was founded in 2013 and is based in Basrah, Iraq. Basrah Gas Company operates as a subsidiary of The South Gas Company.",Oil and Gas Refining and Marketing,,Africa / Middle East,1,2,1
498,Shell plc,"Beijing Shell Petroleum Co., Ltd.","Beijing Shell Petroleum Co., Ltd. operates as an automotive retail company. It was founded in 2003 and is headquartered in China.",Automotive Retail,,Asia-Pacific,3,1,3
499,Shell plc,Bituguard Southern Africa (Pty) Ltd,"Bituguard Southern Africa (Pty) Ltd manufactures polymer-modified mastics and bitumen for the road industry in South Africa. The company also provides coating materials for pipeline projects in Nigeria and South Africa. The company was incorporated in 1997 and is based in Bethlehem, South Africa. Bituguard Southern Africa (Pty) Ltd operates as a subsidiary of Phoenix International A/s.",Construction Materials,,Africa / Middle East,3,1,3
500,Shell plc,Blauwwind II CV,"Blauwwind II CV develops, builds, manages, and operates wind energy projects. The company was founded in 2016 and is based in Rotterdam, the Netherlands. Discern Security, Inc. was incorporated in 2023 and is based in Sunnyvale, California.",Renewable Electricity,"CleanTech,  Clean Energy, Wind Energy",Europe,4,5,5
501,Shell plc,Blauwwind Management Ii B.V.,"Blauwwind Management Ii B.V. is an asset management company. It is based in Rotterdam, Netherlands.",Asset Management and Custody Banks,,Europe,3,5,5
502,Shell plc,BlueAlp Holding B.V.,"BlueAlp Holding B.V. develops waste management technology intended to efficiently transform plastic waste. The company's plastic-to-chemicals process converts the waste streams into oil in a safe, reliable, and economic way that cannot be recycled or re-used, thereby minimizing pollution and extending the use of natural resources. The company focuses on product oil and environmental impact reduction. The company is based in Groot-Ammers, the Netherlands.",Industrial Machinery and Supplies and Components,"Disposal and Recycling, Plastic Waste, Waste Stream",Europe,4,1,4
503,Shell plc,BonusKad Loyalty Sdn. Bhd.,"BonusKad Loyalty Sdn. Bhd. operates as a specialty finance (consumer focused) company. It is based in Petaling Jaya, Malaysia.",Consumer Finance,,Asia-Pacific,4,1,4
504,Shell plc,Brunei Shell Tankers Sendirian Berhad,"Brunei Shell Tankers Sendirian Berhad is headquartered in Bandar Seri Begawan, Brunei.",Oil and Gas Storage and Transportation,,Asia-Pacific,2,1,2
505,Shell plc,"Caesar Oil Pipeline Company, LLC","Caesar Oil Pipeline Company, LLC constructs and operates oil pipelines through which it transports hydrocarbons. Caesar Oil Pipeline Company, LLC is based in the United States. Caesar Oil Pipeline Company, LLC operates as a subsidiary of BP America Limited.",Oil and Gas Storage and Transportation,,United States and Canada,1,3,1
506,Shell plc,Caspi Meruerty Operating Company B.V.,"Caspi Meruerty Operating Company B.V. engages in performing petroleum operations under the production sharing agreement for the pearls contract area in the kazakhstan sector of the caspian sea. The company was incorporated in 2007 and is based in Amsterdam, the Netherlands.",Oil and Gas Exploration and Production,,Europe,1,1,1
507,Shell plc,Changi Airport Fuel Hydrant Installation Pte. Ltd.,Changi Airport Fuel Hydrant Installation Pte. Ltd. was incorporated in 1976 and is based in Singapore.,Oil and Gas Refining and Marketing,,Asia-Pacific,2,1,2
508,Shell plc,Cleantech Renewable Assets Pte. Ltd.,"Cleantech Renewable Assets Pte. Ltd. develops, owns, and operates commercial and industrial solar projects in Southeast Asia and India. The company was founded in 2015 and is based in Singapore, Singapore. Cleantech Renewable Assets Pte. Ltd. operates as a subsidiary of Cleantech Energy Corporation Pte Ltd. As per the transaction announced on December 13, 2021, Cleantech Renewable Assets Pte. Ltd. operates as a subsidiary of Cloud Alpha Pte. Ltd..",Renewable Electricity,,Asia-Pacific,3,5,5
509,Shell plc,Climate Bridge Shanghai Ltd.,Climate Bridge Shanghai Ltd. operates as a subsidiary of Climate Bridge Ltd.,,,Asia-Pacific,4,1,4
510,Shell plc,CO2-free Hydrogen Energy Supply-Chain Technology Research Association,"CO2-free Hydrogen Energy Supply-chain Technology Research Association establishes and demonstrates technologies necessary for the chain from the production of hydrogen from source materials to transportation, storage, and use. The company was founded in 2016 and is based in Tokyo, Japan.",Environmental and Facilities Services,,Asia-Pacific,3,5,5
511,Shell plc,Colonial Pipeline Company,"Colonial Pipeline Company transports refined petroleum products, such as gasoline, diesel fuel, jet fuel, home heating oil, and fuels for the U.S. military. Its pipeline system consists of various miles of underground pipes and above-ground storage tanks and pump stations. The company serves marketing terminals in the Southern and Eastern United States. Colonial Pipeline Company was formerly known as Suwannee Pipe Line Company and changed its name to Colonial Pipeline Company in February 1962. The company was incorporated in 1961 and is based in Alpharetta, Georgia. Colonial Pipeline Company operates as a subsidiary of Colonial Enterprises Inc.",Oil and Gas Storage and Transportation,,United States and Canada,1,1,1
512,Shell plc,Cote d'Ivoire GNL,Cote d'Ivoire GNL is headquartered in Ivory Coast.,,,Africa / Middle East,3,1,3
513,Shell plc,Crestwood Permian Basin LLC,"Crestwood Permian Basin LLC owns and operates the Nautilus gas gathering system that gathers gas. The company was incorporated in 2016 and is based in Dallas, Texas. As of October 17, 2017, Crestwood Permian Basin LLC operates as a subsidiary of Crestwood Permian Basin Holdings LLC.",Oil and Gas Storage and Transportation,,United States and Canada,1,1,1
514,Shell plc,Dcc & Shell Aviation Denmark A/S,"Dcc & Shell Aviation Denmark A/S supplies aviation fuel in Denmark. It serves Denmark’s airports by passenger numbers, including Billund, Aalborg and Scandinavian hub airport of Copenhagen. The company was incorporated in 2018 and is based in Nærum, Denmark.",Oil and Gas Storage and Transportation,,Europe,3,1,3
515,Shell plc,Deutsche Transalpine Oelleitung GmbH,"Deutsche Transalpine Oelleitung Gmbh owns and operates oil pipelines in Germany. THe company is based in Munich, Germany.",Oil and Gas Storage and Transportation,,Europe,1,1,1
516,Shell plc,Distributed Generation Solutions LLC,,Research and Consulting Services,,United States and Canada,3,1,3
517,Shell plc,Egyptian Lng,,Oil and Gas Exploration and Production,,Africa / Middle East,1,1,1
518,Shell plc,Eleox LLC ERROR,"Eleox LLC ERROR was incorporated in 2021 and is based in Dover, Delaware.",,,United States and Canada,3,1,3
519,Shell plc,EMDAD Aviation Fuel Storage FZCO,"EMDAD Aviation Fuel Storage FZCO provides an aviation fuel storage facility. The company is headquartered in Dubai, United Arab Emirates.",Oil and Gas Storage and Transportation,,Africa / Middle East,2,1,2
520,Shell plc,Enhanced Well Technologies Group As,"Enhanced Well Technologies Group As was incorporated in 2019 and is based in Stavanger, Norway.",Oil and Gas Equipment and Services,,Europe,3,1,3
521,Shell plc,EOLFI Offshore France SAS,"EOLFI Offshore France SAS engages in the construction of floating wind turbines. The company was incorporated in 2016 and is based in Paris, France.",Construction and Engineering,,Europe,4,5,5
522,Shell plc,Explorer Pipeline Co.,"Explorer Pipeline Co. operates as a carrier pipeline transportation company. The company was incorporated in 1967 and is based in Tulsa, Oklahoma.",Oil and Gas Storage and Transportation,,United States and Canada,1,1,1
523,Shell plc,"Explorer Pipeline, Inc.","Explorer Pipeline, Inc. transports gasoline, diesel, fuel oil, jet fuel, and refinery feedstocks and diluent from the Gulf Coast to the Midwest through its pipeline. The company serves Houston, Dallas, Tulsa, St. Louis, and Chicago areas. Explorer Pipeline, Inc. was incorporated in 1967 and is based in Tulsa, Oklahoma with additional offices in Port Arthur, Houston, Greenville, and Arlington, Texas; Glenpool, Oklahoma; Wood River, Illinois; and Hammond, Indiana.",Oil and Gas Storage and Transportation,,United States and Canada,1,1,1
524,Shell plc,Ferme Eolienne Flottante De Groix & Belle-Ile,"Ferme Eolienne Flottante De Groix & Belle-Ile engages in manufacturing wind turbines, including water floating turbines for the production of energy. The company was incorporated in 2011 and is based in Paris, France.",Heavy Electrical Equipment,,Europe,4,5,5
525,Shell plc,FP Solutions Corporation,"FP Solutions Corporation is headquartered in Alberta, Canada. FP Solutions Corporation operates as a subsidiary of WEX Inc.",,,United States and Canada,4,1,4
526,Shell plc,GasTerra B.V.,"GasTerra B.V. trades in natural gas in the Netherlands and internationally. The company offers screen-trading, block, profiling, and flexible products, as well as green gas. It also offers gas trading services related. The company serves energy companies, industry, and other large customers. GasTerra B.V. was formerly known as Gasunie Trade & Supply BV and changed its name to GasTerra B.V. in September 2006. The company was founded in 1963 and is based in Groningen, Netherlands.",Gas Utilities,,Europe,2,2,2
527,Shell plc,Gatwick Airport Storage And Hydrant Company Limited,"Gatwick Airport Storage And Hydrant Company Limited offers storage of aviation fuel and operation of the aviation fuel at Gatwick airport. Gatwick Airport Storage And Hydrant Company was formerly known as Towcrown limited and changed its name to Gatwick Airport Storage And Hydrant Company Limited in March 1994. The company was incorporated in 1994 and is based in London, United Kingdom.",Oil and Gas Storage and Transportation,,Europe,3,1,3
528,Shell plc,Geocombinatie Leeuwarden BV,"Geocombinatie Leeuwarden B.v. is a research and consulting services company. It was incorporated in 2018 and is headquartered in'S-Gravenhage, Netherlands.",Research and Consulting Services,,Europe,4,1,4
529,Shell plc,Geogaz Lavera SA,"Geogaz Lavera SA , also known as Geogaz Lavera, is an oil and gas storage and transportation company. It provides non refrigerating warehousing and storage. The company was incorporated in 1991 and is based in Paris, France.",Oil and Gas Storage and Transportation,,Europe,1,1,1
530,Shell plc,Geovexin SA,Geovexin SA operates a storage facility. The company was incorporated in 1974 and is based in France.,Diversified Support Services,,Europe,3,1,3
