M&A Deal Identifier,Year Completed/Unconditional (yyyy),Year of Announcement (yyyy),M&A Type,Purpose,Purpose Text,Strategic Purpose,Target Business Description,Target Ultimate Parent,Target Ultimate Parent 6-digit CUSIP,Target Ultimate Parent Business Description,Target Ultimate Parent Industry,Target Ultimate Parent Industry Group,Target Ultimate Parent Major SIC Group,Target Ultimate Parent Nation,Acquiror Ultimate Parent,Acquiror Ultimate Parent 6-digit CUSIP,Acquiror Ultimate Parent Industry,Acquiror Ultimate Parent Major SIC Group,Acquiror Ultimate Parent Nation,M&A Headline,Deal Synopsis,Singh,Arora,Neilsen,RH,Uche,Edrick
34391283507,2006,2006,Stake Purchases Deal,,,,Own and operate oil and gas exploration and production property,Cottonwood Project,22175W,Own and operate oil and gas exploration and production property,Oil and Gas; Petroleum Refining,Natural Resources Group,Oil and Gas Extraction,United States,Petroleo Brasileiro SA {Petrobras},71654V,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,Brazil,Petrobras America Inc acquires 20% stake in Cottonwood Project for US$31.8M,"US - Petrobras America Inc, a unit of Republica do Brasil state-owned Petroleo Brasileiro SA, acquired a 20% stake in Cottonwood Project, an owner and operator of oil and gas exploration and production property, from Mariner Energy Inc, for $31.8 mil.",1,1,2,2,1,1
34391282603,2007,2006,Disclosed Dollar Value Deal,General strategy to take advantage of sound investment opportunities,The purpose of the transaction was to further advance Anadarko Petroleum Corp's efforts to reduce financial leverage.,,Oil and gas exploration and production properties,Anadarko Petroleum Corp,032511,"Anadarko Petroleum Corp, located in The Woodlands, Texas, is an oil and gas exploration and production company. Its asset portfolio includes positions in onshore resource in the Rocky Mountains region, the southern United States and the Appalachian basin. It is also an independent producer in the deep water Gulf of Mexico and has production and exploration activities globally, including positions in high-potential basins located in East and West Africa, Algeria, China, Alaska and New Zealand. It also operates in three segments: Oil and Gas exploration and production, Midstream and Marketing. The Company is also a holding company. The Company was founded in 1959.",Oil and Gas; Petroleum Refining,Natural Resources Group,Oil and Gas Extraction,United States,Statoil Asa,85771P,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,Norway,Statoil Asa acquires Anadarko Petroleum Corp-Oil for US$0.9B,"US - A Norwegian state-owned Statoil ASA acquired 3 oil and gas properties of Anadarko Petroleum Corp (AP), an oil and gas exploration and production company, for $901 mil. The transaction was to consist of AP's holdings in the Knotty Head (25% working interest) and Big Foot (15% working interest) oil discoveries, as well as the Big Foot North (15% working interest) prospect, located in the Gulf of Mexico area.",1,1,1,1,1,1
34391691746,2006,2006,Stake Purchases Deal,,,,"Snam Rete Gas SpA provides gas distribution services. The company is headquartered in Milan, Italy. It operates only in Italy through the following networks: National Pipeline Network, Regional Transportation Network, Compressor stations, Marine terminals, LNG terminal, Dispatching centre, and transportation system consisting of more than 29,000 km of pipelines with a diameter from 25 to 1,200 mm and a pressure between 0.5 and 75 bar. The company was founded in 1941.",Snam Rete Gas SpA,78611V,"Snam Rete Gas SpA provides gas distribution services. The company is headquartered in Milan, Italy. It operates only in Italy through the following networks: National Pipeline Network, Regional Transportation Network, Compressor stations, Marine terminals, LNG terminal, Dispatching centre, and transportation system consisting of more than 29,000 km of pipelines with a diameter from 25 to 1,200 mm and a pressure between 0.5 and 75 bar. The company was founded in 1941.","Electric, Gas, and Water Distribution",Services Group,"Electric, Gas and Sanitary Services",Italy,Eni SpA,26874R,Oil and Gas; Petroleum Refining,Petroleum Refining,Italy,Eni SpA acquires 5% stake in Snam Rete Gas SpA,"ITALY - ENI SpA raised its interest to 55% from 50%, by acquiring a 5% stake or 977.797 mil ordinary shares, in Snam Rete Gas SpA, a Milan-based provider of gas distribution services, in a privately negotiated transaction.",1,2,2,1,2,1
34391848995,2006,2006,Undisclosed Dollar Value Deal,,,,"Wiener Bezirkszeitung,  located in Austria, is  engaged in Information  retrieval services business.",Wiener Bezirkszeitung,96779T,"Wiener Bezirkszeitung,  located in Austria, is  engaged in Information  retrieval services business.",Business Services,Services Group,Business Services,Austria,OESTERREICHISCHE INDUSTRIEHOLDING AG,67616M,Transportation and Shipping (except air),Motor Freight Transportation,Austria,Oesterreichische Post AG acquires Wiener Bezirkszeitung,"AUSTRIA-On 10 November 2006, Osterreichische Post AG announced the acquisition of Wiener Bezirkszeitung, which publishes free district newspapers in Vienna.Following the acquisition, Osterreichische Post AG intends to strengthen its market position in the Media Post segment in Austria.",5,5,5,2,2,2
34391848458,2006,2006,Stake Purchases Deal,,,,"Interconexion Electrica SA ESP provides electricity and telecommunications services. The company is headquartered in Medellin, Colombia and has operations in Brazil, Peru, Bolivia, and Central America. Through its affiliates and subsidiaries, it is involved in designing, constructing, managing and operating linear infrastructure systems in the electricity and telecommunications sector. The company was founded on September 14, 1967.",Interconexion Electrica SA ESP,45889Y,"Interconexion Electrica SA ESP provides electricity and telecommunications services. The company is headquartered in Medellin, Colombia and has operations in Brazil, Peru, Bolivia, and Central America. Through its affiliates and subsidiaries, it is involved in designing, constructing, managing and operating linear infrastructure systems in the electricity and telecommunications sector. The company was founded on September 14, 1967.","Electric, Gas, and Water Distribution",Services Group,"Electric, Gas and Sanitary Services",Colombia,Ecopetrol SA,29244I,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,Colombia,Ecopetrol SA acquires 5% stake in Interconexion Electrica SA ESP,"""COLOMBIA-04 JAN 2007 - Colombia's state oil firm Ecopetrol has secured a 5.78% stake in state transmission and telecommunications company ISA as part of a share-swap deal, an ISA official confirmed to BNamericas.Under the deal, ISA increased its stake in its transmission subsidiary Transelca to 99.99%.The negotiations have been completed and ISA and Transelca have notified Superfinanciera, the official said in reference to the country's securities regulator.Specifically, ISA acquired 633 million shares that Ecopetrol held in Transelca, equivalent to roughly 35% of the subsidiary, according to an Ecopetrol filing with the Superfinanciera.As part of the exchange, Ecopetrol gained 58.9 million shares in ISA, equivalent to 5.78% of the state transmission company. 21 NOV 2006 - ISA would agree to the 5% sale as part of its plan to acquire Ecopetrol's 30% stake in Colombian transmission company Transelca, of which ISA already owns 65%. ISA shareholders on Friday will vote on the plan to acquire the 30% Transelca stake.""",3,4,5,4,,4
34391693606,2007,2006,Undisclosed Dollar Value Deal,,,,Manufacture adhesives for pachaging industry,EI du Pont de Nemours & Co {DuPont},263534,"EI du Pont de Nemours & Co {DuPont}, headquartered in Wilmington, Delaware, manufactures chemical and electronic products including fluoropolymers, polymer adhesives, vinyl and laminate flooring, safety glass interlayers, sandblasting materials, lighting lamps, cleaning solvents, disinfectants, lubricants, monomers, inoculants, insecticides, fungicides, optical and thermal color filters, printed circuit boards, semiconductor fabrication and packaging materials, electrical products such as varnishes, wire enamels, aramid papers and films, air/gas/liquid filtration membranes, fuel cells, paints and coatings, fire extinguishers, printing and proofing equipment, microbial characterization system, and limited combustible cabling materials; provide commercial and industrial wastewater treatment facility services; own and operate alfalfa, canola, corn, sorghum, soybean, and wheat seed hybrid farms. It also acts as an investment holding company. It was founded in 1802.",Chemicals and Allied Products,Manufacturing Group,Chemicals and Allied Products,United States,Total SA,89151E,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,France,Bostik GmbH acquires DuPont-Adhesives Business,"GERMANY - Bostik GmbH, a unit of Total SA, acquired the special adhesive business of EI Du Pont de Nemours & Co, a Wilmington-based manufacturer and developer of chemical and electronic products. Terms were not disclosed.",3,3,4,2,2,2
34391690115,2007,2006,Disclosed Dollar Value Deal,"Strengthen operations;Create synergies, eliminate duplicate services/operations","The purpose of the transaction was to create a highly competent and financially strong Norwegian-based company, well-positioned to ensure continued domestic excellence and pursue international business opportunities for long term growth.",,"Norsk Hydro ASA is an integrated aluminum company with operations in various activities along the aluminum industry's value chain. The Company was founded in December 1905 and is located in Oslo, Norway. The Company operates through six segments: Bauxite & Alumina, which includes bauxite mining activities, production of alumina and related commercial activities, primarily the sale of alumina; Primary Metal, which includes primary aluminum production and casting activities; Metal Markets, which include sales activities relating to products from the its primary metal plants and operational responsibility for Hydro's stand-alone remelters, as well as physical and financial metal trading activities; Rolled Products, which include Hydro's rolling mills; Energy, which includes energy sourcing for Hydro's aluminum operations around the world, and Other and eliminations, which consists of its captive insurance company Industriforsikring, its industry parks, internal service providers, operation of Sapa and other activities.",Norsk Hydro ASA,656531,"Norsk Hydro ASA is an integrated aluminum company with operations in various activities along the aluminum industry's value chain. The Company was founded in December 1905 and is located in Oslo, Norway. The Company operates through six segments: Bauxite & Alumina, which includes bauxite mining activities, production of alumina and related commercial activities, primarily the sale of alumina; Primary Metal, which includes primary aluminum production and casting activities; Metal Markets, which include sales activities relating to products from the its primary metal plants and operational responsibility for Hydro's stand-alone remelters, as well as physical and financial metal trading activities; Rolled Products, which include Hydro's rolling mills; Energy, which includes energy sourcing for Hydro's aluminum operations around the world, and Other and eliminations, which consists of its captive insurance company Industriforsikring, its industry parks, internal service providers, operation of Sapa and other activities.",Metal and Metal Products,Manufacturing Group,Primary Metal Industries,Norway,Statoil Asa,85771P,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,Norway,Statoil Asa acquires Norsk Hydro ASA for US$30B,"NORWAY - Statoil ASA (SA), a majority-owned unit of the Norwegian government, merged with Norsk Hydro ASA (NH), an Oslo-based oil and gas exploration and production company, in a stock swap transaction valued at 191.889 bil Norwegian kroner ($30.793 bil US). SA offered 0.8622 ordinary shares per NH share. Based on SA's closing stock price of 173 kroner ($27.927) on December 15, the last full trading day prior to the announcement, each NH share was valued at 149.161 kroner ($23.937). The transaction was subject to regulatory approvals. Originally, SA was rumored to be planning to merge with NH.",1,3,1,1,5,2
34391284791,2006,2006,Undisclosed Dollar Value Deal,Strengthen operations,The purpose of the transaction was to increase BP Alternative Energy's North American wind portfolio and gain opportunity to develop almost 100 projects.,,Provide wind energy services,Orion Energy LLC,68647P,Provide wind energy services,"Electric, Gas, and Water Distribution",Services Group,"Electric, Gas and Sanitary Services",United States,BP PLC,055622,Oil and Gas; Petroleum Refining,Petroleum Refining,United Kingdom,Bp Alternative Energy Invests acquires Orion Energy LLC,"US - BP Alternative Energy, a unit of BP PLC, acquired Orion Energy LLC, a provider of wind energy services.",5,4,3,2,1,4
34391701710,2007,2007,Undisclosed Dollar Value Deal,,,,Manufacture absorbents and industrial cleaning products which helps removes spillage on all surfaces on land as well as on water,Damolin Mettmann GmbH,23680Q,Manufacture absorbents and industrial cleaning products which helps removes spillage on all surfaces on land as well as on water,"Soaps, Cosmetics and Personal-Care Products",Manufacturing Group,Chemicals and Allied Products,Germany,Total SA,89151E,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,France,Total Deutschland GmbH acquires Damolin Mettmann GmbH,"GERMANY - Total Deutschland GmbH, a unit of Total SA, acquired Damolin Mettmann GmbH, a Mettmann-based manufacturer of absorbents and industrial cleaning products. The transaction was approved by the regulatory authority.",5,3,4,2,4,2
34391698800,2007,2007,Stake Purchases Deal,,,,"Hidroneuquen SA, located in Buenos Aires, Argentina, is an electric utility company.",Total SA,89151E,"Total SA, located in Paris, France, is an oil and gas company. Its operations include petroleum products distribution, electricity generation, refining and chemistry, via 18 international refineries, manufacturing of basic and special chemistry products (olefins, aromatics, rubber, resins) and hydrocarbon production with operations in Europe, Africa, Middle East, South and North America and Asia Pacific. Its products are also used in aviation, heating and marine sectors. It also has operations in transportation, storage and sales of gas, LNG, LPG and carbon. It is also a holding company. The Company was founded on March 28, 1924.",Oil and Gas; Petroleum Refining,Natural Resources Group,Oil and Gas Extraction,France,Petroleo Brasileiro SA {Petrobras},71654V,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,Brazil,Petrobras Energia acquires 9% stake in Hidroneuquen SA,"ARGENTINA- Petrobras Energia Participaciones SA acquired a 9.19% stake in Hidroneuquen SA, a electric utility company. Terms of the deal were not disclosed.",4,1,3,2,4,4
34391699929,2007,2007,Undisclosed Dollar Value Deal,Allow to offer new products and services,"The purpose of the transaction was to allow Oesterreichische Post AG to offer sorting, digitalization and electronic delivery of mail to corporate customers.",,"Scanpoint Europe Holding GmbH, located in Vienna, provides digital data protection services.",Scanpoint Europe Holding GmbH,80579P,"Scanpoint Europe Holding GmbH, located in Vienna, provides digital data protection services.",Business Services,Services Group,Business Services,Austria,OESTERREICHISCHE INDUSTRIEHOLDING AG,67616M,Transportation and Shipping (except air),Motor Freight Transportation,Austria,Oesterreichische Post AG acquires 51% stake in Scanpoint Europe Holding GmbH,"AUSTRIA - Oesterreichische Post AG, a unit of Austria's state-owned Oesterreichische Industrieholding AG, acquired a 51% interest in Scanpoint Europe Holding GmbH, a Vienna-based provider of data protection services. Terms were not disclosed.",5,5,5,4,5,2
34391701500,2007,2007,Stake Purchases Deal,,,,Oil and gas exploration and production,France,351777,France is a national government. The Company is located in France.,Public Administration,Other Group,Nonclassifiable Establishments,France,Petroleo Brasileiro SA {Petrobras},71654V,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,Brazil,Petrobras acquires 40% stake in Edison SpA-Exploration Block,"SENEGAL - Brazil state-owned Petroleo Brasileiro SA of Brazil, acquired a 40% stake in the exploration block of Edison SpA, a unit of the Transalpina di Energia SpA subsidiary of Delmi, a 50:50-owned unit of Azienda Energetica Municipale SpA and French state-owned Electricite de France SA. Terms were not disclosed.",1,1,1,1,1,1
34391704563,2007,2007,Undisclosed Dollar Value Deal,,,,"Wholesale petroleum products such as oil, lubricating fuels and diesel",Mineraloel Zache & Co GmbH,60308C,"Wholesale petroleum products such as oil, lubricating fuels and diesel",Wholesale Trade-Nondurable Goods,Trade Group,Wholesale Trade-Nondurable Goods,Germany,Total SA,89151E,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,France,Total Deutschland GmbH acquires Mineraloel Zache & Co GmbH,"GERMANY - Total Deutschland GmbH, a unit of Total SA, planned to acquire Mineraloel Zache & Co GmbH, a Saarbrucken-based wholesaler of petroleum products. The transaction was approved by the regulatory authorities.",1,2,2,2,1,1
34391848972,2008,2007,Undisclosed Dollar Value Deal,,,,"Stora Enso Serraria Arapoti  Ltda, located in Brazil, is  engaged in Paper mills  business.",Stora Enso Serraria Arapoti Ltda,86108W,"Stora Enso Serraria Arapoti  Ltda, located in Brazil, is  engaged in Paper mills  business.",Paper and Allied Products,Manufacturing Group,Paper and Allied Products,Brazil,Inversiones Angelini y Compania Ltda,03468L,Investment & Commodity Firms/Dealers/Exchanges,Holding and Other Investment Offices,Chile,Arauco do Brasil SA acquires Stora Enso Ser,"BRAZIL-Celulosa Arauco y Constitucion SA (Arauco), through its indirect subsidiaries Placas do Parana SA and Arauco Florestal SA, has acquired from Stora Enso Oyj a 20% stake in Stora Enso Arapoti Industria de Papel Ltda, which owns coated paper mill with a production capacity of 205,000 tonnes per year, a 80% stake in Stora Enso Arapoti Empreendimentos Agricolas Ltda, which owns 30,000 hectares of forest plantations, and a 100% of the share capital in Stora Enso Serraria Arapoti Ltda, which owns a sawmill with a capacity of 150,000 cubic meters per year, for USD 208 million.Placas do Parana SA is directly controlled by Arauco Internacional SA, and Arauco Florestal SA is directly controlled by Arauco Forest Brasil SA. With these acquisitions, Arauco firms its presence in Brazil.",5,2,2,1,2,1
34391852827,2008,2007,Undisclosed Dollar Value Deal,,,,"Stora Enso Arapoti Industria de Papel SA, located in Arapoti, Brazil, manufactures light-weight-coated paper.",Stora Enso Oyj,W9T04F,"Stora Enso Oyj, located in Helsinki, Finland, manufactures publication and fine papers, packaging boards and wood products used in magazines, printed advertising material, catalogues, directories, direct marketing, newspapers, books, document printing, commercial printing, high-quality books, print-on-demand applications and protecting, transporting, labelling and identifying products. Its products include liquid packaging boards, cup stock, carton boards, containerboards, corrugated packaging, core boards, cores, laminating papers, paper sacks, sack, Kraft papers, windows, doors, winder shutters, floors, walls, ceilings, stairs, furniture, and decks. It has operations in Europe, North and Latin America and Asia. The Company was founded in 1998.",Paper and Allied Products,Manufacturing Group,Paper and Allied Products,Finland,Inversiones Angelini y Compania Ltda,03468L,Investment & Commodity Firms/Dealers/Exchanges,Holding and Other Investment Offices,Chile,Arauco do Brasil SA acquires Stora Enso Arapoti,"BRAZIL-Celulosa Arauco y Constitucion SA (Arauco), through its indirect subsidiaries Placas do Parana SA and Arauco Florestal SA, has acquired from Stora Enso Oyj a 20% stake in Stora Enso Arapoti Industria de Papel Ltda, which owns coated paper mill with a production capacity of 205,000 tonnes per year, a 80% stake in Stora Enso Arapoti Empreendimentos Agricolas Ltda, which owns 30,000 hectares of forest plantations, and a 100% of the share capital in Stora Enso Serraria Arapoti Ltda, which owns a sawmill with a capacity of 150,000 cubic meters per year, for USD 208 million.Placas do Parana SA is directly controlled by Arauco Internacional SA, and Arauco Florestal SA is directly controlled by Arauco Forest Brasil SA. With these acquisitions, Arauco firms its presence in Brazil.",5,2,2,1,2,2
34391683504,2007,2007,Disclosed Dollar Value Deal,,,,Oil and gas exploration and production,Maurel et Prom SA,57752C,"Maurel et Prom SA, located in Paris, France, is an oil and gas exploration and production company. It specializes in the exploration and production of hydrocarbons in Gabon, Tanzania, Congo and Colombia. The Company was founded in 1813.",Oil and Gas; Petroleum Refining,Natural Resources Group,Oil and Gas Extraction,France,Eni SpA,26874R,Oil and Gas; Petroleum Refining,Petroleum Refining,Italy,Eni SpA acquires Maurel & Prom SCA-Congo for US$1.4B,"CONGO - ENI SpA (ES) acquired the Congo oil field assets of Maurel & Prom SCA (MP), a Paris-based oil and gas exploration and production company, for 1.434 bil US in cash. The transaction included a 48.6 percent stake in the M'Boundi field and 66 percent in Kouakouala A, 50 percent holdings in production licences of Kouakouala B, C and D and the majority of an exploration licence for Kouilou. The transaction was approved by regulatory authorities. Originally, ES was rumored to be planning to acquire the Congo oil field assets of MP.",1,1,1,1,1,1
34391683256,2007,2007,Disclosed Dollar Value Deal,General restructuring of business/operations,The purpose of the transaction was to downstream European operations.,,Oil and gas exploration and production,BP PLC,055622,"BP PLC, located in London, the United Kingdom, is an oil and gas company. Its segments include Upstream, Downstream, Rosneft, and Other businesses and corporate. The Upstream segment is engaged in oil and natural gas exploration, field development and production, as well as midstream transportation, storage and processing. The Downstream segment has global manufacturing and marketing operations. The Rosneft segment has a resource base of hydrocarbons onshore and offshore. The Other businesses and corporate segment comprises the biofuels and wind businesses, shipping and treasury functions, and corporate activities around the world. It provides its customers with fuel for transportation, energy for heat and light, lubricants to keep engines moving and the petrochemicals products used to make everyday items as diverse as paints, clothes and packaging. The Company was founded on April 14, 1909.",Oil and Gas; Petroleum Refining,Natural Resources Group,Petroleum Refining,United Kingdom,BP PLC,055622,Oil and Gas; Petroleum Refining,Petroleum Refining,United Kingdom,BP PLC acquires Nerefco  BV for US$1.1B,"NETHERLANDS - BP PLC (BP) agreed to acquire Texaco Raffinaderij Pernis BV, a manufacturer of petroleum and petroleum products, from Chevron Texaco Corp (CT), for 806.19 mil euros (549.533 mil British pounds/$1.1 bil US). The transaction, which was to include the remaining 31% stake, which BP did not already own, in Nerefco BV, a Rotterdam-based oil and gas producer, from CT, was subject to regulatory approval. Originally, in July 2006, CT announced that it was seeking a buyer for its 31% stake in NB.",1,1,2,1,1,1
34391712050,2007,2007,Undisclosed Dollar Value Deal,,,,Oil and gas exploration and production,Napoletanagas SpA,63164L,Oil and gas exploration and production,Oil and Gas; Petroleum Refining,Natural Resources Group,Oil and Gas Extraction,Italy,Eni SpA,26874R,Oil and Gas; Petroleum Refining,Petroleum Refining,Italy,Eni SpA acquires Napoletanagas SpA,"ITALY - ENI SpA acquired Napoletanagas SpA, a Naples-based oil and gas exploration and production company.",1,1,1,1,1,1
34391705232,2007,2007,Stake Purchases Deal,,,,Own and operate Liquefied Natural Gas Processing Plant,Angola LNG,03513X,Own and operate Liquefied Natural Gas Processing Plant,Oil and Gas; Petroleum Refining,Natural Resources Group,Oil and Gas Extraction,Angola,Eni SpA,26874R,Oil and Gas; Petroleum Refining,Petroleum Refining,Italy,Eni SpA acquires 13% stake in Angola LNG,"ANGOLA - Eni Angola Exploration BV acquired a 13.6% stake in Angola LNG, an owner and operator of liquefied natural gas processing plant.",1,1,2,1,2,1
34391633050,2007,2007,Undisclosed Dollar Value Deal,Expand presence in new/foreign markets,The purpose of the transaction was to allow Enel SpA to develop a vertically integrated presence in Russia's energy industry,,"Arkticheskaia gazovaia kompaniia AO is engaged in the crude petroleum and natural gas services business. It has licenses for the Samburgskoye, Neponyatnoye, North Yesetinskoye, Urengoyskoye, East Urengoyskoye and Yevo-Yakhinskoye gas and condensate fields in the Yamal Nenetsk Autonomous District. The Company was founded in June 1993 and is located in Novyi Urengoi, the Russian Federation.",Novatek PAO,X5880H,"NOVATEK PAO is engaged in the natural gas liquid services business: exploration, production, processing and marketing of natural gas and liquid hydrocarbons. It has 47 licenses on exploration and production in Yamal-Nenets Autonomous Region with 15.1 bln boe of total SEC proved reserves. The Company was founded in August 1994 and is located in Tarko-Sale, the Russian Federation.",Chemicals and Allied Products,Manufacturing Group,Chemicals and Allied Products,Russia,Eni SpA,26874R,Oil and Gas; Petroleum Refining,Petroleum Refining,Italy,EniNeftegaz acquires Arktikgaz AO,"RUSSIA - EniNeftegaz (EN) of Italy, a 60:40 joint venture between Eni SpA (EI) and Enel SpA, acquired the entire share capital of OAO Arcticgaz (OA), an oil and gas exploration and production company, from YukosSibneft Oil Co (YO). Concurrently, EI acquired a 20% stake in Gazprom Neft. Additionally, EN agreed to acquire the entire share capital of ZAO Urengoil (ZU), OAO Neftegaztechnologia (ON) and certain undisclosed assets from YO. The five transactions had a combined value of 151.53 bil Russian rubles (4.363 bil euros/$5.835 bil US). Subsequently, GN was granted an option to acquire a 51% interest in OA, ZU and ON. Originally, in September 2004, YO announced that it was seeking a buyer for its Arcticgaz and Urengoil Inc units.",1,1,1,1,2,1
34391706542,2007,2007,Disclosed Dollar Value Deal,,,,"OAO Gazprom Neft, based in Moscow, Russia, is an oil and gas exploration and production company. The main areas of the company's business activity include oil and natural gas production, oil and gas field facility services, oil refining and marketing of petroleum products. The Company was founded in 1995.","OAO ""Gazprom""",36828E,"OAO ""Gazprom"", located in Moscow, Russian Federation, is a holding company engaged in oil and gas exploration and production and focused on geological exploration, production, transportation, storage, processing and marketing of gas and other hydrocarbons. The company was founded in February 1993. 1993.",Oil and Gas; Petroleum Refining,Natural Resources Group,Oil and Gas Extraction,Russia,Eni SpA,26874R,Oil and Gas; Petroleum Refining,Petroleum Refining,Italy,EniNeftegaz acquires 20% stake in Gazprom Neft' for US$5.8B,"RUSSIA - EniNeftegaz (EN) of Italy, a 60:40 joint venture between Eni SpA (EI) and Enel SpA, acquired a 20% stake in or 948.260 mil ordinary shares in Gazprom Neft (GN), a 55.99% owned unit of OAO Gazprom (OG), from YukosSibneft Oil Co (YO), in a privately negotiated transaction. Concurrently, EniNeftegaz, a 60:40 joint venture between EI and Enel SpA acquired OAO Arcticgaz (OA), ZAO Urengoil (ZU), OAO Neftegaztechnologia (ON) and other undisclosed assets from YO. The five transactions had a combined value of 151.53 bil Russian rubles (4.363 bil euros/$5.835 bil US). Additionally, OG was granted an option to raise its interest to 95.68% from 75.68%, by acquiring a 20% stake in GN, from EI. Subsequently, GN was granted an option to acquire a 51% interest in OA, ZU and ON. Originally, in February 2007, YO announced that it was seeking a buyer for its 20% stake in GN.",1,1,2,1,1,1
34391633049,2007,2007,Undisclosed Dollar Value Deal,Expand presence in new/foreign markets,The purpose of the transaction was to allow Enel SpA to develop a vertically integrated presence in Russia's energy industry,,"Oil and gas exploration and production, and holder of the license for the development of the Yaro Yakhinskoye oil deposit",YukosSibneft Oil Co,98848V,"Provide production, exploration and refining services of oil and gas resources and products",Oil and Gas; Petroleum Refining,Natural Resources Group,Oil and Gas Extraction,Russia,Eni SpA,26874R,Oil and Gas; Petroleum Refining,Petroleum Refining,Italy,EniNeftegaz acquires ZAO Urengoil,"RUSSIA - EniNeftegaz (EN) of Italy, a 60:40 joint venture between Eni SpA (EI) and Enel SpA, acquired the entire share capital of ZAO Urengoil (ZU), an oil and gas exploration and production company, from YukosSibneft Oil Co (YO). Concurrently, EI acquired a 20% stake in Gazprom Neft. Additionally, EN agreed to acquire the entire share capital of OAO Arcticgaz (OA) OAO Neftegaztechnologia (ON) and certain undisclosed assets of YO. The five transactions had a combined value of 151.53 bil Russian rubles (4.363 bil euros/$5.835 bil US). Subsequently, GN was granted an option to acquire a 51% interest in OA, ZU and ON. Originally, in September 2004, YO announced that it was seeking a buyer for its Arcticgaz and Urengoil Inc units.",1,1,1,1,2,1
34391705413,2007,2007,Undisclosed Dollar Value Deal,Strengthen operations,The purpose of the transaction was to further promote the natural gas operations of both companies involved in the transactions,,Oil and gas exploration and production,YukosSibneft Oil Co,98848V,"Provide production, exploration and refining services of oil and gas resources and products",Oil and Gas; Petroleum Refining,Natural Resources Group,Oil and Gas Extraction,Russia,Eni SpA,26874R,Oil and Gas; Petroleum Refining,Petroleum Refining,Italy,EniNeftegaz acquires OAO Neftegaztechnologia,"RUSSIA - EniNeftegaz (EN) of Italy, a 60:40 joint venture between Eni SpA and Enel SpA, acquired the entire share capital of OAO Neftegaztechnologia, an oil and gas exploration and production company, from YukosSibneft Oil Co (YO). Concurrently, EI acquired a 20% stake in Gazprom Neft. Additionally, EN agreed to acquire the entire share capital of ZAO Urengoil (ZU), OAO Neftegaztechnologia (ON) and certain undisclosed assets from YO. The five transactions had a combined value of 151.53 bil Russian rubles (4.363 bil euros/$5.835 bil US).",1,1,1,1,1,1
34391705390,2007,2007,Undisclosed Dollar Value Deal,,,,Certain assets,YukosSibneft Oil Co,98848V,"Provide production, exploration and refining services of oil and gas resources and products",Oil and Gas; Petroleum Refining,Natural Resources Group,Oil and Gas Extraction,Russia,Eni SpA,26874R,Oil and Gas; Petroleum Refining,Petroleum Refining,Italy,EniNeftegaz acquires YukosSibneft Oil Co-Certain,"RUSSIA - EniNeftegaz (EN) of Italy, a 60:40 joint venture between Eni SpA (ES) and Enel SpA, acquired certain assets, of YukosSibneft Oil Co (YO), a Moscow-based provider of oil production, exploration and refining services. Concurrently, EN acquired the entire share capital of OAO Arctic Gas Co, ZAO Urengoil Inc, OAO Neftegaztechnologia. Additionally, ES acquired the remaining 20% stake, or 948.26 mil ordinary shares, which it did not already own, in OAO Gazprom Neft. The five transactions had a combined value of 151.53 bil Russian rubles (4.363 bil euros/$5.835 bil US).",1,1,1,1,2,1
34391705390,2007,2007,Undisclosed Dollar Value Deal,,,,Certain assets,,,,,,,,,,,,,EniNeftegaz acquires YukosSibneft Oil Co-Certain,"RUSSIA - EniNeftegaz (EN) of Italy, a 60:40 joint venture between Eni SpA (ES) and Enel SpA, acquired certain assets, of YukosSibneft Oil Co (YO), a Moscow-based provider of oil production, exploration and refining services. Concurrently, EN acquired the entire share capital of OAO Arctic Gas Co, ZAO Urengoil Inc, OAO Neftegaztechnologia. Additionally, ES acquired the remaining 20% stake, or 948.26 mil ordinary shares, which it did not already own, in OAO Gazprom Neft. The five transactions had a combined value of 151.53 bil Russian rubles (4.363 bil euros/$5.835 bil US).",1,1,1,1,2,1
34391705390,2007,2007,Undisclosed Dollar Value Deal,,,,Certain assets,,,,,,,,,,,,,EniNeftegaz acquires YukosSibneft Oil Co-Certain,"RUSSIA - EniNeftegaz (EN) of Italy, a 60:40 joint venture between Eni SpA (ES) and Enel SpA, acquired certain assets, of YukosSibneft Oil Co (YO), a Moscow-based provider of oil production, exploration and refining services. Concurrently, EN acquired the entire share capital of OAO Arctic Gas Co, ZAO Urengoil Inc, OAO Neftegaztechnologia. Additionally, ES acquired the remaining 20% stake, or 948.26 mil ordinary shares, which it did not already own, in OAO Gazprom Neft. The five transactions had a combined value of 151.53 bil Russian rubles (4.363 bil euros/$5.835 bil US).",1,1,1,1,2,1
